#entity id	document	start	end	text	comment
species:ncbi:1428	pmcA2238978	4050	4066	B. thuringiensis	4
species:ncbi:86662	pmcA2238978	4118	4139	B. weihenstephanensis	4
species:ncbi:1396	pmcA2238978	4144	4153	B. cereus	4
species:ncbi:86661	pmcA2238978	4245	4260	B. cereus group	
species:ncbi:86661	pmcA2238978	5090	5105	B. cereus group	4
species:ncbi:86661	pmcA2238978	5276	5291	B. cereus group	4
species:ncbi:86661	pmcA2238978	5393	5408	B. cereus group	
species:ncbi:86661	pmcA2238978	5762	5777	B. cereus group	
species:ncbi:86661	pmcA2238978	6086	6101	B. cereus group	
species:ncbi:86661	pmcA2238978	6813	6828	B. cereus group	4
species:ncbi:86661	pmcA2238978	7776	7791	B. cereus group	1
species:ncbi:86661	pmcA2238978	8659	8674	B. cereus group	4
species:ncbi:86661	pmcA2238978	10701	10716	B. cereus group	4
species:ncbi:86661	pmcA2238978	10943	10958	B. cereus group	
species:ncbi:86661	pmcA2238978	14102	14117	B. cereus group	
species:ncbi:86661	pmcA2238978	14385	14400	B. cereus group	
species:ncbi:1392	pmcA2238978	14835	14847	B. anthracis	4
species:ncbi:1392	pmcA2238978	14895	14907	B. anthracis	
species:ncbi:86661	pmcA2238978	15868	15883	B. cereus group	
species:ncbi:86661	pmcA2238978	17907	17922	B. cereus group	4
species:ncbi:86661	pmcA2238978	18103	18118	B. cereus group	4
species:ncbi:86661	pmcA2238978	22714	22729	B. cereus group	
species:ncbi:86661	pmcA2238978	23416	23431	B. cereus group	
species:ncbi:86661	pmcA2238978	24081	24096	B. cereus group	
species:ncbi:8022	pmcA2257940	78	91	rainbow trout	
species:ncbi:59783	pmcA2257940	192	212	Myxobolus cerebralis	
species:ncbi:8022	pmcA2257940	249	262	Rainbow trout	
species:ncbi:8022	pmcA2257940	651	664	rainbow trout	
species:ncbi:8022	pmcA2257940	931	944	rainbow trout	
species:ncbi:8022	pmcA2257940	1666	1679	rainbow trout	
species:ncbi:8022	pmcA2257940	1946	1959	rainbow trout	
species:ncbi:8022	pmcA2257940	1961	1980	Oncorhynchus mykiss	
species:ncbi:59783	pmcA2257940	2157	2177	Myxobolus cerebralis	
species:ncbi:8022	pmcA2257940	2250	2263	Rainbow trout	
species:ncbi:8022	pmcA2257940	2824	2837	rainbow trout	4
species:ncbi:8037	pmcA2257940	3149	3159	bull trout	
species:ncbi:8037	pmcA2257940	3161	3183	Salvelinus confluentus	
species:ncbi:30962	pmcA2257940	3186	3201	cutthroat trout	
species:ncbi:30962	pmcA2257940	3203	3222	Oncorhynchus clarki	2
species:ncbi:8022	pmcA2257940	3229	3238	steelhead	
species:ncbi:8022	pmcA2257940	3240	3259	Oncorhynchus mykiss	
species:ncbi:59783	pmcA2257940	3268	3288	Myxobolus cerebralis	
species:ncbi:6386	pmcA2257940	3390	3405	Tubifex tubifex	
species:ncbi:59783	pmcA2257940	3503	3516	M. cerebralis	
species:ncbi:59783	pmcA2257940	3637	3650	M. cerebralis	
species:ncbi:6386	pmcA2257940	6011	6021	T. tubifex	
species:ncbi:8022	pmcA2257940	6311	6324	rainbow trout	4
species:ncbi:8022	pmcA2257940	6494	6507	rainbow trout	
species:ncbi:8032	pmcA2257940	6694	6705	brown trout	
species:ncbi:8032	pmcA2257940	6707	6720	Salmon trutta	0
species:ncbi:8022	pmcA2257940	6830	6843	rainbow trout	4
species:ncbi:59783	pmcA2257940	6965	6978	M. cerebralis	4
species:ncbi:8022	pmcA2257940	7100	7113	rainbow trout	
species:ncbi:8022	pmcA2257940	7374	7387	rainbow trout	
species:ncbi:8022	pmcA2257940	7829	7842	rainbow trout	
species:ncbi:59783	pmcA2257940	7865	7878	M. cerebralis	
species:ncbi:8022	pmcA2257940	8197	8210	rainbow trout	4
species:ncbi:59783	pmcA2257940	8440	8453	M. cerebralis	
species:ncbi:8022	pmcA2257940	8857	8870	rainbow trout	
species:ncbi:8022	pmcA2257940	9033	9046	rainbow trout	4
species:ncbi:59783	pmcA2257940	9071	9084	M. cerebralis	
species:ncbi:8022	pmcA2257940	9524	9537	rainbow trout	4
species:ncbi:8030	pmcA2257940	11653	11668	Atlantic salmon	
species:ncbi:8022	pmcA2257940	11673	11686	rainbow trout	
species:ncbi:8022	pmcA2257940	12379	12392	rainbow trout	4
species:ncbi:11287	pmcA2257940	13653	13687	Viral Hemorrhagic Septicemia Virus	
species:ncbi:11287	pmcA2257940	13689	13693	VHSV	
species:ncbi:70862	pmcA2257940	14066	14078	teleost fish	
species:ncbi:11002	pmcA2257940	14159	14195	infectious pancreatic necrosis virus	
species:ncbi:55987	pmcA2257940	14200	14231	infectious salmon anaemia virus	
species:ncbi:8030	pmcA2257940	14318	14333	Atlantic salmon	
species:ncbi:8022	pmcA2257940	17134	17147	rainbow trout	4
species:ncbi:11287	pmcA2257940	17148	17152	VHSV	4
species:ncbi:59783	pmcA2257940	18558	18571	M. cerebralis	4
species:ncbi:1773	pmcA2257940	18793	18819	Mycobacterium tuberculosis	
species:ncbi:59783	pmcA2257940	20788	20801	M. cerebralis	4
species:ncbi:8022	pmcA2257940	20839	20852	rainbow trout	
species:ncbi:8022	pmcA2257940	21267	21280	rainbow trout	4
species:ncbi:8022	pmcA2257940	21867	21880	rainbow trout	
species:ncbi:8022	pmcA2257940	23658	23671	rainbow trout	4
species:ncbi:8022	pmcA2257940	25005	25018	rainbow trout	
species:ncbi:8022	pmcA2257940	25897	25910	rainbow trout	4
species:ncbi:8022	pmcA2257940	26117	26130	rainbow trout	4
species:ncbi:8022	pmcA2257940	26659	26672	rainbow trout	4
species:ncbi:8030	pmcA2257940	29654	29669	Atlantic salmon	
species:ncbi:8022	pmcA2257940	29680	29693	rainbow trout	4
species:ncbi:8022	pmcA2257940	29761	29774	rainbow trout	4
species:ncbi:8022	pmcA2257940	29817	29830	rainbow trout	4
species:ncbi:8022	pmcA2257940	31602	31615	rainbow trout	4
species:ncbi:9606	pmcA2276505	2234	2237	man	
species:ncbi:9823	pmcA2276505	6896	6899	pig	4
species:ncbi:139	pmcA2327290	0	20	Borrelia burgdorferi	4
species:ncbi:139	pmcA2327290	387	407	Borrelia burgdorferi	
species:ncbi:139	pmcA2327290	537	551	B. burgdorferi	
species:ncbi:139	pmcA2327290	780	794	B. burgdorferi	
species:ncbi:139	pmcA2327290	926	940	B. burgdorferi	
species:ncbi:139	pmcA2327290	1296	1310	B. burgdorferi	
species:ncbi:139	pmcA2327290	1429	1449	Borrelia burgdorferi	
species:ncbi:139	pmcA2327290	1697	1711	B. burgdorferi	
species:ncbi:139	pmcA2327290	1820	1834	B. burgdorferi	
species:ncbi:139	pmcA2327290	2162	2176	B. burgdorferi	
species:ncbi:210	pmcA2327290	3765	3784	Helicobacter pylori	
species:ncbi:139	pmcA2327290	4749	4763	B. burgdorferi	
species:ncbi:562	pmcA2327290	4875	4891	Escherichia coli	
species:ncbi:562	pmcA2327290	4896	4903	E. coli	
species:ncbi:139	pmcA2327290	5126	5140	B. burgdorferi	
species:ncbi:139	pmcA2327290	5354	5368	B. burgdorferi	
species:ncbi:139	pmcA2327290	5453	5467	B. burgdorferi	
species:ncbi:139	pmcA2327290	5532	5546	B. burgdorferi	
species:ncbi:139	pmcA2327290	5661	5675	B. burgdorferi	
species:ncbi:562	pmcA2327290	6044	6051	E. coli	
species:ncbi:139	pmcA2327290	6141	6155	B. burgdorferi	
species:ncbi:562	pmcA2327290	6217	6224	E. coli	
species:ncbi:562	pmcA2327290	6363	6370	E. coli	
species:ncbi:139	pmcA2327290	6454	6468	B. burgdorferi	
species:ncbi:139	pmcA2327290	6850	6864	B. burgdorferi	
species:ncbi:139	pmcA2327290	6947	6967	Borrelia burgdorferi	4
species:ncbi:139	pmcA2327290	7299	7313	B. burgdorferi	
species:ncbi:139	pmcA2327290	7600	7614	B. burgdorferi	
species:ncbi:139	pmcA2327290	7731	7745	B. burgdorferi	
species:ncbi:139	pmcA2327290	7881	7895	B. burgdorferi	
species:ncbi:139	pmcA2327290	8238	8252	B. burgdorferi	
species:ncbi:139	pmcA2327290	9881	9895	B. burgdorferi	
species:ncbi:562	pmcA2327290	10441	10448	E. coli	
species:ncbi:139	pmcA2327290	10617	10631	B. burgdorferi	
species:ncbi:562	pmcA2327290	10860	10867	E. coli	
species:ncbi:139	pmcA2327290	11477	11491	B. burgdorferi	
species:ncbi:139	pmcA2327290	11937	11951	B. burgdorferi	
species:ncbi:139	pmcA2327290	12407	12421	B. burgdorferi	
species:ncbi:139	pmcA2327290	12854	12868	B. burgdorferi	
species:ncbi:562	pmcA2327290	13370	13377	E. coli	
species:ncbi:139	pmcA2327290	13579	13593	B. burgdorferi	
species:ncbi:139	pmcA2327290	13637	13651	B. burgdorferi	
species:ncbi:139	pmcA2327290	13742	13756	B. burgdorferi	
species:ncbi:139	pmcA2327290	14390	14404	B. burgdorferi	
species:ncbi:139	pmcA2327290	14708	14722	B. burgdorferi	
species:ncbi:139	pmcA2327290	14756	14770	B. burgdorferi	
species:ncbi:139	pmcA2327290	15500	15514	B. burgdorferi	
species:ncbi:139	pmcA2327290	16260	16274	B. burgdorferi	
species:ncbi:10090	pmcA2327290	17128	17133	mouse	4
species:ncbi:10090	pmcA2327290	17204	17209	Mouse	4
species:ncbi:139	pmcA2327290	18119	18133	B. burgdorferi	
species:ncbi:139	pmcA2327290	18943	18957	B. burgdorferi	
species:ncbi:139	pmcA2327290	20726	20740	B. burgdorferi	
species:ncbi:562	pmcA2327290	20828	20835	E. coli	
species:ncbi:10090	pmcA2327290	20852	20857	mouse	4
species:ncbi:10090	pmcA2327290	21126	21131	mouse	4
species:ncbi:562	pmcA2327290	21173	21180	E. coli	
species:ncbi:139	pmcA2327290	21531	21545	B. burgdorferi	
species:ncbi:562	pmcA2327290	22676	22683	E. coli	
species:ncbi:562	pmcA2327290	22777	22784	E. coli	
species:ncbi:139	pmcA2327290	24158	24172	B. burgdorferi	
species:ncbi:562	pmcA2327290	24195	24202	E. coli	
species:ncbi:562	pmcA2327290	24303	24310	E. coli	
species:ncbi:562	pmcA2327290	24427	24434	E. coli	
species:ncbi:139	pmcA2327290	24574	24588	B. burgdorferi	
species:ncbi:139	pmcA2327290	24861	24875	B. burgdorferi	
species:ncbi:139	pmcA2327290	25142	25156	B. burgdorferi	
species:ncbi:562	pmcA2327290	25610	25617	E. coli	
species:ncbi:139	pmcA2327290	25686	25700	B. burgdorferi	
species:ncbi:562	pmcA2327290	25811	25818	E. coli	
species:ncbi:139	pmcA2327290	26494	26508	B. burgdorferi	4
species:ncbi:139	pmcA2327290	26699	26713	B. burgdorferi	
species:ncbi:139	pmcA2327290	27078	27092	B. burgdorferi	
species:ncbi:562	pmcA2327290	27175	27182	E. coli	
species:ncbi:139	pmcA2327290	27248	27262	B. burgdorferi	
species:ncbi:562	pmcA2327290	27321	27328	E. coli	
species:ncbi:139	pmcA2327290	28053	28067	B. burgdorferi	
species:ncbi:139	pmcA2327290	28332	28346	B. burgdorferi	
species:ncbi:139	pmcA2327290	28870	28884	B. burgdorferi	
species:ncbi:210	pmcA2327290	29739	29748	H. pylori	
species:ncbi:562	pmcA2327290	30793	30800	E. coli	
species:ncbi:139	pmcA2327290	30975	30989	B. burgdorferi	
species:ncbi:139	pmcA2327290	31260	31274	B. burgdorferi	
species:ncbi:139	pmcA2327290	31407	31421	B. burgdorferi	4
species:ncbi:139	pmcA2327290	31786	31800	B. burgdorferi	
species:ncbi:139	pmcA2327290	31953	31967	B. burgdorferi	
species:ncbi:139	pmcA2327290	32225	32239	B. burgdorferi	
species:ncbi:139	pmcA2327290	32468	32482	B. burgdorferi	
species:ncbi:139	pmcA2327290	32665	32679	B. burgdorferi	
species:ncbi:562	pmcA2327290	32841	32848	E. coli	
species:ncbi:139	pmcA2327290	32886	32900	B. burgdorferi	
species:ncbi:139	pmcA2327290	33101	33121	Borrelia burgdorferi	
species:ncbi:562	pmcA2327290	33449	33456	E. coli	
species:ncbi:139	pmcA2327290	33641	33661	Borrelia burgdorferi	
species:ncbi:139	pmcA2327290	34267	34281	B. burgdorferi	
species:ncbi:139	pmcA2327290	34678	34698	Borrelia burgdorferi	
species:ncbi:562	pmcA2327290	36403	36410	E. coli	
species:ncbi:139	pmcA2327290	36590	36604	B. burgdorferi	
species:ncbi:139	pmcA2327290	36780	36794	B. burgdorferi	4
species:ncbi:562	pmcA2327290	37290	37297	E. coli	
species:ncbi:139	pmcA2327290	37518	37532	B. burgdorferi	4
species:ncbi:139	pmcA2327290	37550	37564	B. burgdorferi	
species:ncbi:139	pmcA2327290	38068	38082	B. burgdorferi	
species:ncbi:139	pmcA2327290	38711	38731	Borrelia burgdorferi	
species:ncbi:562	pmcA2327290	39987	39994	E. coli	4
species:ncbi:10090	pmcA2327290	40124	40129	mouse	4
species:ncbi:139	pmcA2327290	40416	40436	Borrelia burgdorferi	
species:ncbi:9986	pmcA2327290	41156	41162	rabbit	4
species:ncbi:10090	pmcA2327290	41931	41936	mouse	4
species:ncbi:562	pmcA2327290	42167	42174	E. coli	4
species:ncbi:139	pmcA2327290	42307	42327	Borrelia burgdorferi	
species:ncbi:9986	pmcA2365090	893	900	rabbits	
species:ncbi:9986	pmcA2365090	2177	2184	rabbits	
species:ncbi:9606	pmcA2365090	6028	6033	human	
species:ncbi:9913	pmcA2365090	6037	6043	bovine	
species:ncbi:9606	pmcA2365090	7572	7577	Human	4
species:ncbi:9913	pmcA2365090	8255	8261	bovine	
species:ncbi:9986	pmcA2365090	12069	12076	rabbits	
species:ncbi:9986	pmcA2365090	12310	12317	rabbits	
species:ncbi:9986	pmcA2365090	13925	13931	rabbit	
species:ncbi:9986	pmcA2365090	24341	24348	rabbits	
species:ncbi:9986	pmcA2365090	24685	24691	rabbit	4
species:ncbi:9606	pmcA2365090	25460	25465	Human	4
species:ncbi:9913	pmcA2365090	25492	25498	bovine	
species:ncbi:9986	pmcA2365090	27564	27570	rabbit	
species:ncbi:10090	pmcA2365205	6049	6054	mouse	4
species:ncbi:9606	pmcA2365205	6075	6080	human	4
species:ncbi:10090	pmcA2365205	6102	6107	mouse	4
species:ncbi:10090	pmcA2365205	6129	6134	mouse	4
species:ncbi:6265	pmcA2365769	356	370	Toxocara canis	
species:ncbi:6265	pmcA2365769	1445	1453	T. canis	4
species:ncbi:6265	pmcA2365769	1813	1827	Toxocara canis	
species:ncbi:6265	pmcA2365769	3138	3146	T. canis	
species:ncbi:6265	pmcA2365769	3545	3559	Toxocara canis	
species:ncbi:6265	pmcA2365769	3583	3597	Toxocara canis	
species:ncbi:10090	pmcA2365769	3630	3634	mice	
species:ncbi:6265	pmcA2365769	3793	3807	Toxocara canis	
species:ncbi:9615	pmcA2365769	3837	3841	dogs	
species:ncbi:9606	pmcA2365769	3929	3935	humans	
species:ncbi:6265	pmcA2365769	3992	4000	T. canis	
species:ncbi:9606	pmcA2365769	4532	4537	human	4
species:ncbi:6265	pmcA2365769	4736	4750	Toxocara canis	1
species:ncbi:6339	pmcA2365769	4756	4780	Heligmosomoidespolygyrus	1
species:ncbi:10116	pmcA2365769	6866	6869	rat	4
species:ncbi:6265	pmcA2365769	7548	7556	T. canis	
species:ncbi:9615	pmcA2365769	7690	7694	dogs	
species:ncbi:6265	pmcA2365769	7932	7940	T. canis	
species:ncbi:10116	pmcA2365769	9027	9030	rat	4
species:ncbi:10090	pmcA2365769	9237	9246	nude mice	
species:ncbi:10116	pmcA2365769	10150	10153	rat	
species:ncbi:9606	pmcA2365769	10177	10182	human	
species:ncbi:6265	pmcA2365769	11197	11205	T. canis	
species:ncbi:6265	pmcA2365769	12874	12882	T. canis	1
species:ncbi:6265	pmcA2365769	13420	13428	T. canis	4
species:ncbi:10141	pmcA2365769	14035	14045	guineapigs	1
species:ncbi:13420	pmcA2365769	14562	14569	T. cani	1
species:ncbi:10141	pmcA2365769	14578	14588	guineapigs	1
species:ncbi:6265	pmcA2365769	14790	14798	T. canis	
species:ncbi:14798	pmcA2365769	18430	18437	T. cani	1
species:ncbi:6265	pmcA2365769	19613	19621	T. canis	
species:ncbi:10090	pmcA2365769	20893	20897	mice	
species:ncbi:6265	pmcA2365769	21114	21122	T. canis	
species:ncbi:6265	pmcA2365769	21234	21242	T. canis	
species:ncbi:6265	pmcA2365769	22272	22280	T. canis	
species:ncbi:9606	pmcA2365769	22299	22305	humans	
species:ncbi:6265	pmcA2365769	22345	22353	T. canis	
species:ncbi:6265	pmcA2365769	23616	23623	T. cani	1
species:ncbi:6339	pmcA2365769	24662	24687	Heligmosomoides polygyrus	4
species:ncbi:10090	pmcA2365769	24862	24866	mice	
species:ncbi:10090	pmcA2365769	24887	24891	mice	
species:ncbi:10090	pmcA2365769	25058	25062	mice	
species:ncbi:10090	pmcA2365769	25248	25252	mice	
species:ncbi:10090	pmcA2365769	25330	25334	mice	
species:ncbi:6265	pmcA2365769	25938	25946	T. canis	
species:ncbi:10090	pmcA2365769	27262	27266	mice	
species:ncbi:9606	pmcA2365769	27859	27864	human	
species:ncbi:9606	pmcA2365769	28157	28162	human	
species:ncbi:10141	pmcA2365769	28184	28194	guinea pig	
species:ncbi:10141	pmcA2365769	28704	28715	guinea pigs	
species:ncbi:6265	pmcA2365769	28807	28821	Toxocara canis	
species:ncbi:6183	pmcA2365769	29500	29519	Schistosoma mansoni	
species:ncbi:10090	pmcA2365769	29659	29663	mice	
species:ncbi:6334	pmcA2365769	29678	29698	Trichinella spiralis	
species:ncbi:10090	pmcA2365769	29861	29865	mice	
species:ncbi:10090	pmcA2365769	30318	30322	mice	
species:ncbi:6265	pmcA2365769	30337	30351	Toxocara canis	
species:ncbi:10090	pmcA2365769	30609	30613	mice	
species:ncbi:10141	pmcA2365769	30842	30852	guinea pig	
species:ncbi:10090	pmcA2365769	31790	31794	mice	
species:ncbi:6265	pmcA2365769	31809	31823	Toxocara canis	
species:ncbi:10090	pmcA2365769	32168	32172	mice	
species:ncbi:6183	pmcA2365769	32356	32375	Schistosoma mansoni	
species:ncbi:10090	pmcA2365769	32383	32388	mouse	
species:ncbi:9606	pmcA2367462	1114	1119	Human	4
species:ncbi:9606	pmcA2367462	2771	2776	Human	4
species:ncbi:9606	pmcA2367462	3295	3300	Human	4
species:ncbi:9986	pmcA2377325	6936	6942	rabbit	4
species:ncbi:10116	pmcA2377325	7632	7635	rat	4
species:ncbi:9606	pmcA2377325	8133	8138	human	4
species:ncbi:9606	pmcA2377325	9117	9122	human	4
species:ncbi:10116	pmcA2377325	9217	9220	rat	4
species:ncbi:10116	pmcA2377325	9341	9344	rat	4
species:ncbi:9913	pmcA2377325	9673	9679	bovine	4
species:ncbi:10116	pmcA2377325	10233	10237	rats	
species:ncbi:10090	pmcA2377325	10271	10275	mice	
species:ncbi:9986	pmcA2377325	10424	10431	rabbits	
species:ncbi:9913	pmcA2377325	12538	12544	bovine	4
species:ncbi:9913	pmcA2377325	12671	12677	bovine	4
species:ncbi:10090	pmcA2377325	15146	15150	mice	
species:ncbi:9913	pmcA2377325	17124	17130	bovine	4
species:ncbi:9913	pmcA2377325	17879	17885	bovine	4
species:ncbi:10116	pmcA2377325	18023	18026	rat	4
species:ncbi:10116	pmcA2377325	18133	18136	rat	4
species:ncbi:10090	pmcA2377325	18175	18180	mouse	
species:ncbi:6253	pmcA2398786	106	118	Ascaris suum	
species:ncbi:6253	pmcA2398786	158	170	Ascaris suum	
species:ncbi:6253	pmcA2398786	309	316	A. suum	
species:ncbi:6253	pmcA2398786	527	534	A. suum	
species:ncbi:6239	pmcA2398786	982	1004	Caenorhabditis elegans	
species:ncbi:6238	pmcA2398786	1009	1020	C. briggsae	
species:ncbi:6253	pmcA2398786	1285	1292	A. suum	
species:ncbi:6239	pmcA2398786	1488	1498	C. elegans	4
species:ncbi:6239	pmcA2398786	2042	2052	C. elegans	
species:ncbi:6239	pmcA2398786	2237	2247	C. elegans	4
species:ncbi:6239	pmcA2398786	2648	2658	C. elegans	
species:ncbi:6253	pmcA2398786	2847	2854	A. suum	
species:ncbi:51022	pmcA2398786	3110	3131	Ancylostoma duodenale	
species:ncbi:51031	pmcA2398786	3139	3157	Necator americanus	
species:ncbi:36087	pmcA2398786	3159	3178	Trichuris trichiura	
species:ncbi:9606	pmcA2398786	3236	3241	human	
species:ncbi:9823	pmcA2398786	3329	3333	pigs	
species:ncbi:6239	pmcA2398786	4002	4024	Caenorhabditis elegans	
species:ncbi:6239	pmcA2398786	4168	4178	C. elegans	
species:ncbi:6239	pmcA2398786	4446	4456	C. elegans	4
species:ncbi:6239	pmcA2398786	4675	4685	C. elegans	
species:ncbi:6239	pmcA2398786	4790	4800	C. elegans	
species:ncbi:6239	pmcA2398786	5198	5208	C. elegans	
species:ncbi:9606	pmcA2398786	5413	5419	humans	
species:ncbi:9823	pmcA2398786	5424	5428	pigs	
species:ncbi:9823	pmcA2398786	5630	5633	pig	
species:ncbi:9823	pmcA2398786	6101	6105	pigs	
species:ncbi:9606	pmcA2398786	6256	6261	human	
species:ncbi:9823	pmcA2398786	6265	6268	pig	
species:ncbi:6239	pmcA2398786	6957	6967	C. elegans	
species:ncbi:9823	pmcA2398786	7084	7088	pigs	
species:ncbi:9823	pmcA2398786	7224	7228	pigs	
species:ncbi:6253	pmcA2398786	7379	7386	A. suum	
species:ncbi:9823	pmcA2398786	7431	7435	pigs	
species:ncbi:6253	pmcA2398786	7509	7516	A. suum	
species:ncbi:6253	pmcA2398786	7633	7640	A. suum	
species:ncbi:9823	pmcA2398786	8109	8113	pigs	
species:ncbi:6253	pmcA2398786	8544	8551	A. suum	
species:ncbi:562	pmcA2398786	9383	9399	Escherichia coli	
species:ncbi:6253	pmcA2398786	10701	10708	A. suum	
species:ncbi:6253	pmcA2398786	11030	11037	A. suum	
species:ncbi:9823	pmcA2398786	11077	11080	pig	
species:ncbi:9913	pmcA2398786	11583	11589	bovine	4
species:ncbi:6253	pmcA2398786	13206	13213	A. suum	
species:ncbi:6253	pmcA2398786	14230	14237	A. suum	
species:ncbi:6239	pmcA2398786	15610	15620	C. elegans	
species:ncbi:6239	pmcA2398786	15931	15941	C. elegans	4
species:ncbi:6239	pmcA2398786	16078	16088	C. elegans	
species:ncbi:6239	pmcA2398786	16382	16392	C. elegans	
species:ncbi:6239	pmcA2398786	16922	16932	C. elegans	4
species:ncbi:7227	pmcA2398786	17062	17070	fruitfly	0
species:ncbi:4932	pmcA2398786	17072	17077	yeast	
species:ncbi:10090	pmcA2398786	17079	17084	mouse	
species:ncbi:9606	pmcA2398786	17089	17094	human	
species:ncbi:6239	pmcA2398786	17178	17188	C. elegans	4
species:ncbi:6253	pmcA2398786	17592	17599	A. suum	
species:ncbi:6253	pmcA2398786	18299	18306	A. suum	
species:ncbi:6253	pmcA2398786	19419	19426	A. suum	
species:ncbi:6239	pmcA2398786	19473	19483	C. elegans	4
species:ncbi:6238	pmcA2398786	19487	19498	C. briggsae	4
species:ncbi:6253	pmcA2398786	19816	19823	A. suum	4
species:ncbi:6253	pmcA2398786	20252	20259	A. suum	
species:ncbi:6239	pmcA2398786	20825	20835	C. elegans	4
species:ncbi:6239	pmcA2398786	21385	21395	C. elegans	
species:ncbi:6239	pmcA2398786	21637	21647	C. elegans	4
species:ncbi:6239	pmcA2398786	21796	21806	C. elegans	4
species:ncbi:6239	pmcA2398786	21912	21922	C. elegans	4
species:ncbi:6239	pmcA2398786	22316	22326	C. elegans	4
species:ncbi:6239	pmcA2398786	22420	22430	C. elegans	4
species:ncbi:6253	pmcA2398786	23020	23027	A. suum	
species:ncbi:6239	pmcA2398786	23102	23112	C. elegans	4
species:ncbi:6239	pmcA2398786	23396	23406	C. elegans	
species:ncbi:6239	pmcA2398786	23898	23908	C. elegans	4
species:ncbi:6239	pmcA2398786	24075	24085	C. elegans	4
species:ncbi:6239	pmcA2398786	24575	24585	C. elegans	
species:ncbi:6253	pmcA2398786	25339	25346	A. suum	
species:ncbi:6239	pmcA2398786	25464	25474	C. elegans	
species:ncbi:6239	pmcA2398786	25975	25985	C. elegans	
species:ncbi:6253	pmcA2398786	26422	26429	A. suum	
species:ncbi:6239	pmcA2398786	26700	26710	C. elegans	
species:ncbi:6253	pmcA2398786	26786	26793	A. suum	
species:ncbi:6253	pmcA2398786	27155	27162	A. suum	
species:ncbi:6253	pmcA2398786	27425	27432	A. suum	
species:ncbi:6269	pmcA2398786	27818	27834	Anisakis simplex	
species:ncbi:6253	pmcA2398786	28141	28148	A. suum	
species:ncbi:6253	pmcA2398786	28576	28583	A. suum	
species:ncbi:6253	pmcA2398786	28784	28791	A. suum	
species:ncbi:6239	pmcA2398786	29492	29502	C. elegans	
species:ncbi:6253	pmcA2398786	29716	29723	A. suum	
species:ncbi:6239	pmcA2398786	29913	29923	C. elegans	
species:ncbi:29170	pmcA2398786	29957	29972	canine hookworm	2
species:ncbi:29170	pmcA2398786	29974	29993	Ancylostoma caninum	
species:ncbi:29170	pmcA2398786	30191	30210	Ancylostoma caninum	
species:ncbi:53326	pmcA2398786	30215	30237	Ancylostoma ceylanicum	
species:ncbi:29170	pmcA2398786	30536	30555	Ancylostoma caninum	
species:ncbi:6289	pmcA2398786	30859	30871	H. contortus	
species:ncbi:6253	pmcA2398786	31194	31201	A. suum	
species:ncbi:6269	pmcA2398786	31274	31290	Anisakis simplex	
species:ncbi:6253	pmcA2398786	31598	31605	A. suum	
species:ncbi:6253	pmcA2398786	31672	31679	A. suum	
species:ncbi:6239	pmcA2398786	31711	31721	C. elegans	
species:ncbi:6253	pmcA2398786	31866	31873	A. suum	
species:ncbi:6239	pmcA2398786	32149	32159	C. elegans	
species:ncbi:6253	pmcA2398786	32684	32691	A. suum	
species:ncbi:4113	pmcA2409186	1773	1779	potato	
species:ncbi:4787	pmcA2409186	1813	1835	Phytophthora infestans	
species:ncbi:4530	pmcA2409186	1840	1844	rice	4
species:ncbi:148305	pmcA2409186	1891	1909	Magnaporthe grisea	
species:ncbi:4932	pmcA2409186	3576	3581	yeast	
species:ncbi:4932	pmcA2409186	3582	3606	Saccharomyces cerevisiae	
species:ncbi:148305	pmcA2409186	3932	3949	rice blast fungus	
species:ncbi:148305	pmcA2409186	3950	3968	Magnaporthe grisea	
species:ncbi:4932	pmcA2409186	4147	4160	S. cerevisiae	
species:ncbi:4932	pmcA2409186	4269	4274	yeast	4
species:ncbi:148305	pmcA2409186	4799	4808	M. grisea	
species:ncbi:4932	pmcA2409186	4986	4991	yeast	
species:ncbi:148305	pmcA2409186	5715	5724	M. grisea	
species:ncbi:381124	pmcA2409186	5733	5737	corn	4
species:ncbi:5270	pmcA2409186	5743	5758	Ustilago maydis	
species:ncbi:148305	pmcA2409186	6497	6506	M. grisea	
species:ncbi:4530	pmcA2409186	6616	6620	rice	4
species:ncbi:148305	pmcA2409186	6668	6677	M. grisea	4
species:ncbi:34373	pmcA2409186	6999	7016	Blumeria graminis	
species:ncbi:4932	pmcA2409186	7476	7481	yeast	
species:ncbi:4932	pmcA2409186	7482	7495	S. cerevisiae	
species:ncbi:148305	pmcA2409186	7733	7742	M. grisea	
species:ncbi:5270	pmcA2409186	7749	7764	Ustilago maydis	
species:ncbi:5518	pmcA2409186	7771	7786	Gibberella zeae	
species:ncbi:4565	pmcA2409186	7828	7833	wheat	
species:ncbi:112509	pmcA2409186	7838	7844	barley	
species:ncbi:13684	pmcA2409186	7847	7867	Stagonospora nodorum	
species:ncbi:4565	pmcA2409186	7910	7915	wheat	
species:ncbi:40559	pmcA2409186	7940	7956	Botrytis cinerea	
species:ncbi:5180	pmcA2409186	7984	8008	Sclerotinia sclerotiorum	
species:ncbi:6035	pmcA2409186	10820	10844	Encephalitozoon cuniculi	
species:ncbi:6035	pmcA2409186	11473	11484	E. cuniculi	
species:ncbi:6035	pmcA2409186	12521	12532	E. cuniculi	
